"","USAF","WBAN","STATIONNAME","CTRY","STATE","LAT","LON","ELEV1M"
"2736",725354,4806,"ELKHART MUNI","US","IN",41.719,-86.002,2371
"2737",725354,99999,"ELKHART MUNI","US","IN",41.717,-86,2430
"2738",725360,94830,"TOLEDO EXPRESS AIRPO","US","OH",41.589,-83.801,2109
"2739",725366,14825,"FINDLAY AIRPORT","US","OH",41.014,-83.669,2475
"2740",725370,94847,"DETROIT METROPOLITAN ARPT","US","MI",42.215,-83.349,2024
"2741",725373,54819,"GROSSE ISLE ARPT","US","MI",42.099,-83.161,0
"2742",725373,99999,"GROSSE ISLE ARPT","US","MI",42.1,-83.15,1760
"2743",725374,94889,"ANN ARBOR MUNICIPAL","US","MI",42.223,-83.744,2557
"2744",725374,99999,"ANN ARBOR MUNICIPAL","US","MI",42.217,-83.75,2560
"2745",725375,14822,"DETROIT CITY AIRPORT","US","MI",42.409,-83.01,1908
"2746",725376,14853,"DETROIT WILLOW RUN AP","US","MI",42.237,-83.23,2182
"2747",725376,99999,"DETROIT/WILLOW RUN","US","MI",42.233,-83.533,2182
"2748",725377,14804,"MOUNT CLEMENS SELFRIDGE FLD","US","MI",42.613,-82.832,1768
"2749",725377,99999,"SELFRIDGE ANGB","US","MI",42.617,-82.833,1768
"2750",725378,4887,"HOWELL","US","MI",42.629,-83.983,2926
"2751",725378,99999,"HOWELL","US","MI",42.633,-83.983,2930
"2752",725383,54827,"STURGISKIRSH MUNI","US","MI",41.813,-85.439,0
"2753",725383,99999,"STURGISKIRSH MUNI","US","MI",41.817,-85.433,2820
"2754",725384,4888,"ST.CLAIR COUNTY INT","US","MI",42.911,-82.518,1981
"2755",725384,99999,"ST.CLAIR COUNTY INT","US","MI",42.917,-82.533,1980
"2756",725385,99999,"BELLE ISLE (CGS)","US","MI",42.333,-82.967,1770
"2757",725386,94898,"HARBOR BEACH(RAMOS)","US","MI",44.022,-82.793,1798
"2758",725386,99999,"HARBOR BEACH(RAMOS)","US","MI",44.017,-82.8,1830
"2759",725387,94899,"COPPER HARBOR RAMOS","US","MI",47.467,-87.875,1908
"2760",725387,99999,"COPPER HARBOR RAMOS","US","MI",47.45,-87.9,1860
"2761",725390,14836,"LANSING CAPITAL CITY ARPT","US","MI",42.78,-84.579,2664
"2762",725394,4839,"HOLLAND/TULIP CITY","US","MI",42.746,-86.097,2097
"2763",725394,99999,"HOLLAND/TULIP CITY","US","MI",42.75,-86.1,2100
"2764",725395,14833,"JACKSON REYNOLDS FIELD","US","MI",42.26,-84.459,3109
"2765",725396,14815,"BATTLE CREEK KELLOGG AP","US","MI",42.308,-85.251,2862
"2766",725396,99999,"BATTLE CREEK","US","MI",42.3,-85.25,2829
"2767",725397,99999,"BATH","US","MI",42.85,-84.483,2610
"2768",725400,99999,"SPICKARD (AMOS)","US","MO",40.25,-93.717,2700
"2769",725404,4847,"ADRIAN","US","MI",41.868,-84.079,2432
"2770",725404,99999,"ADRIAN","US","MI",41.867,-84.083,2440
"2771",725405,54816,"ALMA","US","MI",43.322,-84.691,2298
"2772",725405,99999,"ALMA","US","MI",43.317,-84.683,2300
"2773",725406,54817,"BAD AXE","US","MI",43.78,-82.986,0
"2774",725406,99999,"BAD AXE","US","MI",43.783,-82.983,2340
"2775",725407,4854,"GAYLORD","US","MI",45.013,-84.701,4048
"2776",725407,99999,"GAYLORD","US","MI",45.017,-84.683,4040
"2777",725408,4881,"MANISTIQUE","US","MI",45.974,-86.167,2088
"2778",725408,99999,"MANISTIQUE","US","MI",45.967,-86.183,2090
"2779",725409,4882,"HILLSDALE","US","MI",41.921,-84.583,3603
"2780",725409,99999,"HILLSDALE","US","MI",41.917,-84.583,3600
"2781",725414,4886,"COLDWATER","US","MI",41.933,-85.05,2923
"2782",725414,99999,"COLDWATER","US","MI",41.933,-85.05,2920
"2783",725415,54821,"MARSHALL BROOKS","US","MI",42.251,-84.956,0
"2784",725415,99999,"MARSHALL BROOKS","US","MI",42.25,-84.95,2870
"2785",725416,14864,"BIG RAPIDS","US","MI",43.723,-85.5,3018
"2786",725416,99999,"BIG RAPIDS","US","MI",43.717,-85.5,3020
"2787",725417,54822,"MASON","US","MI",42.566,-84.433,0
"2788",725417,99999,"MASON","US","MI",42.567,-84.417,2800
"2789",725418,54823,"MONROE","US","MI",41.94,-83.435,0
"2790",725418,99999,"MONROE","US","MI",41.933,-83.433,1880
"2791",725424,4885,"MT PLEASANT MUNI","US","MI",43.622,-84.734,2301
"2792",725424,99999,"MT PLEASANT MUNI","US","MI",43.617,-84.733,2300
"2793",725430,94822,"ROCKFORD GREATER ROCK","US","IL",42.196,-89.093,2265
"2794",725434,54789,"MT POCONO MUNI","US","PA",41.139,-75.379,5773
"2795",725434,99999,"MT POCONO MUNI","US","PA",41.133,-75.383,5840
"2796",725440,14923,"MOLINE QUAD CITY INTL AP","US","IL",41.465,-90.523,1811
"2797",725450,14990,"CEDAR RAPIDS MUNICIPAL AP","US","IA",41.884,-91.709,2655
"2798",725453,14930,"ATLANTIC","US","IA",41.407,-95.034,3603
"2799",725453,99999,"ATLANTIC","US","IA",41.4,-95.05,3600
"2800",725454,4903,"WASHINGTON","US","IA",41.276,-91.667,2298
"2801",725454,99999,"WASHINGTON","US","IA",41.283,-91.667,2300
"2802",725455,14931,"BURLINGTON MUNICIPAL AP","US","IA",40.783,-91.125,2140
"2803",725456,4921,"KEOKUK MUNI","US","IA",40.46,-91.418,2045
"2804",725456,99999,"KEOKUK MUNI","US","IA",40.467,-91.433,2050
"2805",725457,4904,"ALGONA","US","IA",43.078,-94.267,3716
"2806",725457,99999,"ALGONA","US","IA",43.083,-94.267,3720
"2807",725458,4907,"CLARION","US","IA",42.742,-93.751,3542
"2808",725458,99999,"CLARION","US","IA",42.75,-93.767,3540
"2809",725460,14933,"DES MOINES INTL AP","US","IA",41.538,-93.666,2935
"2810",725461,94988,"MARSHALL TOWN MUNI","US","IA",42.113,-92.918,2969
"2811",725461,99999,"MARSHALL TOWN MUNI","US","IA",42.1,-92.917,2960
"2812",725462,14937,"IOWA CITY MUNICIPAL AP","US","IA",41.633,-91.543,2036
"2813",725462,99999,"IOWA CITY MUNI","US","IA",41.633,-91.55,1981
"2814",725463,14966,"CHARLES CITY","US","IA",43.073,-92.601,3429
"2815",725463,99999,"CHARLES CITY","US","IA",43.067,-92.617,3430
"2816",725464,4977,"NEWTON MUNI","US","IA",41.674,-93.017,2905
"2817",725464,99999,"NEWTON MUNI","US","IA",41.683,-93.017,2900
"2818",725465,14950,"OTTUMWA INDUSTRIAL AP","US","IA",41.107,-92.448,2576
"2819",725466,4938,"ANKENY REGIONAL ARP","US","IA",41.691,-93.551,2774
"2820",725466,99999,"ANKENY REGIONAL ARP","US","IA",41.683,-93.55,2750
"2821",725467,4973,"SHENANDOAH MUNI","US","IA",40.751,-95.401,2960
"2822",725467,99999,"SHENANDOAH MUNI","US","IA",40.75,-95.417,2960
"2823",725468,4910,"CARROLL","US","IA",42.046,-94.784,3670
"2824",725468,99999,"CARROLL","US","IA",42.05,-94.783,3750
"2825",725469,4913,"CHARITON","US","IA",41.019,-93.351,3200
"2826",725469,99999,"CHARITON","US","IA",41.033,-93.367,3200
"2827",725470,94908,"DUBUQUE REGIONAL AP","US","IA",42.398,-90.704,3292
"2828",725472,94989,"AMES MUNI ARPT","US","IA",41.992,-93.622,2911
"2829",725472,99999,"AMES MUNI ARPT","US","IA",42,-93.617,2910
"2830",725473,94979,"CLINTON MUNI (AWOS)","US","IA",41.831,-90.318,2161
"2831",725473,99999,"CLINTON MUNI (AWOS)","US","IA",41.833,-90.333,2160
"2832",725474,4915,"CRESTON","US","IA",41.007,-94.351,3944
"2833",725474,99999,"CRESTON","US","IA",41.017,-94.367,3940
"2834",725475,4953,"MONTICELLO MUNI","US","IA",42.224,-91.151,2588
"2835",725475,99999,"MONTICELLO MUNI","US","IA",42.233,-91.167,2590
"2836",725476,4916,"DECORAH","US","IA",43.275,-91.734,3527
"2837",725476,99999,"DECORAH","US","IA",43.283,-91.733,3530
"2838",725477,4917,"DENISON","US","IA",41.986,-95.368,3889
"2839",725477,99999,"DENISON","US","IA",41.983,-95.383,3880
"2840",725478,4920,"WEBSTER CITY","US","IA",42.436,-93.867,3417
"2841",725478,99999,"WEBSTER CITY","US","IA",42.433,-93.867,3420
"2842",725479,4937,"CLARINDA","US","IA",40.722,-95.018,3024
"2843",725479,99999,"CLARINDA","US","IA",40.717,-95.033,3030
"2844",725480,94910,"WATERLOO MUNICIPAL AP","US","IA",42.554,-92.401,2676
"2845",725483,4930,"FORT MADISON","US","IA",40.659,-91.318,2207
"2846",725483,99999,"FORT MADISON","US","IA",40.667,-91.333,2210
"2847",725484,4942,"LE MARS","US","IA",42.778,-96.184,3645
"2848",725484,99999,"LE MARS","US","IA",42.783,-96.2,3650
"2849",725485,14940,"MASON CITY MUNI AP","US","IA",43.158,-93.331,3734
"2850",725486,4906,"BOONE MUNI","US","IA",42.049,-93.835,3536
"2851",725486,99999,"BOONE MUNI","US","IA",42.05,-93.85,3540
"2852",725487,4950,"MUSCATINE","US","IA",41.368,-91.135,1670
"2853",725487,99999,"MUSCATINE","US","IA",41.367,-91.15,1670
"2854",725488,4955,"OELWEN","US","IA",42.681,-91.967,3280
"2855",725488,99999,"OELWEN","US","IA",42.683,-91.967,3280
"2856",725489,4959,"ORANGE CITY","US","IA",42.99,-96.051,4310
"2857",725489,99999,"ORANGE CITY","US","IA",42.983,-96.067,4310
"2858",725490,94933,"FORT DODGE (AWOS)","US","IA",42.611,-94.295,3527
"2859",725490,99999,"FORT DODGE (AWOS)","US","IA",42.55,-94.183,3550
"2860",725493,4962,"KNOXVILLE","US","IA",41.299,-93.101,2822
"2861",725493,99999,"KNOXVILLE","US","IA",41.3,-93.117,2830
"2862",725494,4966,"RED OAK","US","IA",41.01,-95.251,3182
"2863",725494,99999,"RED OAK","US","IA",41.017,-95.267,3180
"2864",725495,4975,"SHELDON","US","IA",43.208,-95.833,4325
"2865",725495,99999,"SHELDON","US","IA",43.217,-95.833,4320
"2866",725496,4976,"STORM LAKE","US","IA",42.597,-95.234,4535
"2867",725496,99999,"STORM LAKE","US","IA",42.6,-95.233,4540
"2868",725497,4908,"COUNCIL BLUFFS","US","IA",41.259,-95.751,3819
"2869",725497,99999,"COUNCIL BLUFFS","US","IA",41.267,-95.767,3820
"2870",725498,94998,"AUDUBON CO. ARPT","US","IA",41.701,-94.917,3923
"2871",725498,99999,"AUDUBON CO. ARPT","US","IA",41.7,-94.917,3920
"2872",725499,94991,"LAMONI","US","IA",40.633,-93.902,3459
"2873",725499,99999,"LAMONI","US","IA",40.617,-93.95,3420
"2874",725500,14942,"OMAHA EPPLEY AIRFIELD","US","NE",41.31,-95.899,2993
"2875",725510,14939,"LINCOLN MUNICIPAL ARPT","US","NE",40.831,-96.764,3624
"2876",725512,14989,"YORK","US","NE",40.897,-97.451,5090
"2877",725512,99999,"YORK","US","NE",40.9,-97.617,5090
"2878",725513,4901,"AURORA","US","NE",40.894,-97.984,5499
"2879",725513,99999,"AURORA","US","NE",40.9,-98,5480
"2880",725514,3757,"WEBSTER FLD ANNEX","US","MD",38.142,-76.429,64
"2881",725514,99999,"WEBSTER FLD ANNEX","US","MD",38.15,-76.433,70
"2882",725515,94947,"BEATRICE MUNICIPAL","US","NE",40.301,-96.75,4036
"2883",725515,99999,"BEATRICE MUNICIPAL","US","NE",40.3,-96.75,4030
"2884",725520,14935,"GRAND ISLAND CENTRAL NE REGIO","US","NE",40.958,-98.313,5657
"2885",725524,94958,"ORD/SHARP FIELD","US","NE",41.624,-98.952,6291
"2886",725524,99999,"ORD/SHARP FIELD","US","NE",41.617,-98.95,6310
"2887",725525,94949,"HASTINGS MUNICIPAL","US","NE",40.604,-98.427,5956
"2888",725525,99999,"HASTINGS MUNICIPAL","US","NE",40.6,-98.433,5960
"2889",725526,14905,"KEARNEY MUNI (AWOS)","US","NE",40.726,-99,6489
"2890",725526,99999,"KEARNEY MUNI (AWOS)","US","NE",40.733,-99,6490
"2891",725527,94978,"TEKAMAH (ASOS)","US","NE",41.764,-96.178,3130
"2892",725527,99999,"TEKAMAH (ASOS)","US","NE",41.767,-96.167,3120
"2893",725528,99999,"BURWELL/CRAM FIELD","US","NE",41.783,-99.15,6650
"2894",725530,94918,"OMAHA WSFO","US","NE",41.367,-96.017,4057
"2895",725532,14942,"OMAHA EPPLEY AIRFIELD","US","NE",41.31,-95.899,2993
"2896",725533,94957,"FALLS CITY/BRENNER","US","NE",40.079,-95.592,3002
"2897",725533,99999,"FALLS CITY/BRENNER","US","NE",40.083,-95.6,3000
"2898",725540,14949,"BELLEVUE OFFUTT AFB","US","NE",41.118,-95.764,3194
"2899",725540,99999,"OFFUTT AFB/BELLEVUE","US","NE",41.117,-95.917,3191
"2900",725541,4993,"NEBRASKA CITY","US","NE",40.607,-95.866,3542
"2901",725541,99999,"NEBRASKA CITY","US","NE",40.6,-95.867,3540
"2903",725551,99999,"BURWELL MUNI","US","NE",41.783,-99.15,6640
"2904",725555,94946,"BROKEN BOW MUNI","US","NE",41.437,-99.639,7711
"2905",725555,99999,"BROKEN BOW MUNI","US","NE",41.433,-99.65,7760
"2906",725556,94975,"AINSWORTH MUNICIPAL","US","NE",42.579,-99.984,7891
"2907",725556,99999,"AINSWORTH MUNICIPAL","US","NE",42.583,-100,7890
"2908",725560,14941,"NORFOLK KARL STEFAN MEM ARPT","US","NE",41.981,-97.437,4727
"2909",725564,4924,"FREMONT MUNI ARPT","US","NE",41.449,-96.517,3667
"2910",725564,99999,"FREMONT MUNI ARPT","US","NE",41.45,-96.517,3790
"2911",725565,94951,"COLUMBUS MUNI","US","NE",41.448,-97.334,4401
"2912",725565,99999,"COLUMBUS MUNI","US","NE",41.45,-97.333,4510
"2913",725566,4957,"O`NEILL/BAKER FIELD","US","NE",42.47,-98.684,6190
"2914",725566,99999,"O`NEILL/BAKER FIELD","US","NE",42.467,-98.683,6190
"2915",725570,14943,"SIOUX CITY SIOUX GATEWAY AP","US","IA",42.391,-96.379,3362
"2916",725610,24030,"SIDNEY MUNICIPAL AP","US","NE",41.101,-102.985,13125
"2917",725610,99999,"SIDNEY MUNI (AMOS)","US","NE",41.1,-102.983,13131
"2918",725620,24023,"NORTH PLATTE REGIONAL AP","US","NE",41.122,-100.668,8495
"2919",725621,94063,"OGALLASEARLE FLD","US","NE",41.119,-101.767,9991
"2920",725621,99999,"OGALLASEARLE FLD","US","NE",41.117,-101.767,9980
"2921",725624,99999,"LEXINGTONJIM KELL","US","NE",40.783,-99.767,7360
"2922",725625,94040,"MCCOOK MUNICIPAL","US","NE",40.206,-100.591,7861
"2923",725625,99999,"MCCOOK MUNICIPAL","US","NE",40.2,-100.583,7860
"2924",725626,24091,"IMPERIAL FAA AP","US","NE",40.51,-101.62,9976
"2925",725626,99999,"IMPERIAL MUNICIPAL","US","NE",40.517,-101.617,9979
"2926",725627,99999,"MULLEN/HOOKER CO.","US","NE",42.05,-101.067,9940
"2927",725628,4935,"BREWSTER FIELD ARPT","US","NE",40.453,-99.334,7038
"2928",725628,99999,"BREWSTER FIELD ARPT","US","NE",40.45,-99.333,7040
"2929",725630,24030,"SIDNEY MUNICIPAL AP","US","NE",41.101,-102.985,13125
"2930",725634,99999,"COZAD MUNICIPAL","US","NE",40.867,-100,7620
"2931",725635,24044,"ALLIANCE MUNICIPAL","US","NE",42.057,-102.8,11976
"2932",725635,99999,"ALLIANCE MUNICIPAL","US","NE",42.05,-102.8,11980
"2933",725636,24017,"CHADRON MUNICIPAL AP","US","NE",42.838,-103.095,10046
"2934",725636,99999,"CHADRON MUNICIPAL","US","NE",42.833,-103.1,10113
"2935",725637,99999,"GORDON MUNICIPAL","US","NE",42.8,-102.167,10850
"2936",725640,24018,"CHEYENNE MUNICIPAL ARPT","US","WY",41.158,-104.807,18715
"2937",725643,99999,"ARLINGTON EXIT I-80","US","WY",41.583,-106.2,23880
"2938",725644,99999,"20 MI S OF LARAMIE","US","WY",41.033,-105.45,24380
"2939",725645,24022,"LARAMIE GENERAL BREES FIELD","US","WY",41.313,-105.674,22165
"2940",725646,99999,"30 MI W CHEYENNE","US","WY",41.15,-105.4,25430
"2941",725647,99999,"20 MI N OF CHEYENNE","US","WY",41.4,-104.867,18880
"2942",725648,99999,"15 MI S OF GLENDO","US","WY",42.433,-105.033,14900
"2943",725649,99999,"WHEATLAND","US","WY",41.933,-104.55,15090
"2944",725650,3017,"DENVER INTL AP","US","CO",39.833,-104.658,16554
"2945",725660,24028,"SCOTTSBLUFF W B HEILIG FIELD","US","NE",41.874,-103.595,12064
"2946",725665,94073,"KIMBALL MUNI APT","US","NE",41.188,-103.677,15014
"2947",725665,99999,"KIMBALL MUNI APT","US","NE",41.183,-103.683,15010
"2948",725670,24032,"VALENTINE MILLER FIELD","US","NE",42.859,-100.551,7919
"2949",725680,99999,"DOUGLAS AIRPORT","US","WY",42.8,-105.383,15020
"2950",725681,24019,"DOUGLAS","US","WY",42.75,-105.383,14661
"2951",725685,24019,"DOUGLAS","US","WY",42.75,-105.383,14646
"2952",725686,94057,"DOUGLAS","US","WY",42.797,-105.386,15024
"2953",725686,99999,"DOUGLAS","US","WY",42.8,-105.383,15020
"2954",725690,24089,"CASPER NATRONA CO INTL AP","US","WY",42.898,-106.473,16124
"2955",725700,24046,"CRAIG-MOFFAT","US","CO",40.495,-107.521,18876
"2956",725700,99999,"CRAIG-MOFFAT","US","CO",40.5,-107.533,19150
"2957",725705,94030,"VERNAL","US","UT",40.441,-109.509,16075
"2958",725705,99999,"VERNAL","US","UT",40.433,-109.517,16080
"2959",725706,99999,"PRICE/CARBON(RAMOS)","US","UT",39.617,-110.75,17960
"2960",725707,99999,"VERNAL","US","UT",40.467,-109.533,16120
"2961",725708,99999,"ROOSEVELT         &","US","UT",40.3,-109.983,15560
"2962",725710,99999,"CRAIG-MOFFAT(AMOS)&","US","CO",40.517,-107.55,19150
"2964",725715,94025,"HAYDEN/YAMPA (AWOS)","US","CO",40.481,-107.217,20123
"2965",725715,99999,"HAYDEN/YAMPA (AWOS)","US","CO",40.483,-107.217,20120
"2966",725716,99999,"RIFLE (AWRS)","US","CO",39.533,-107.8,16220
"2967",725717,3016,"RIFLE/GARFIELD RGNL","US","CO",39.526,-107.726,16898
"2968",725717,99999,"RIFLE/GARFIELD RGNL","US","CO",39.533,-107.717,16910
"2969",725720,24127,"SALT LAKE CITY INT'L ARPT","US","UT",40.787,-111.968,12884
"2970",725724,24174,"PROVO MUNI (AWOS)","US","UT",40.219,-111.717,13707
"2971",725724,99999,"PROVO MUNI (AWOS)","US","UT",40.217,-111.717,13690
"2972",725740,24027,"ROCK SPRINGS ARPT","US","WY",41.594,-109.065,20559
"2973",725741,24027,"ROCK SPRINGS ARPT","US","WY",41.594,-109.065,20559
"2974",725743,99999,"ROCK SPRINGS ARPT","US","WY",41.583,-109.017,20700
"2975",725744,24027,"ROCK SPRINGS ARPT","US","WY",41.594,-109.065,20559
"2976",725745,24057,"RAWLINS MUNICIPAL AP","US","WY",41.806,-107.2,20553
"2977",725750,24126,"OGDEN HINKLEY AIRPORT","US","UT",41.196,-112.011,13530
"2978",725750,99999,"OGDEN-HINCKLEY MUNI","US","UT",41.2,-112.017,13625
"2979",725753,99999,"EAGLE RANGE","US","UT",41.05,-113.067,12920
"2980",725755,24101,"OGDEN HILL AFB","US","UT",41.123,-111.973,14597
"2981",725755,99999,"HILL AFB/OGDEN","US","UT",41.117,-111.967,14591
"2982",725760,24021,"LANDER HUNT FIELD","US","WY",42.817,-108.733,16941
"2983",725763,94053,"TORRINGTON MUNICIPA","US","WY",42.065,-104.153,12817
"2984",725763,99999,"TORRINGTON MUNICIPA","US","WY",42.3,-104.9,12810
"2985",725765,24061,"RIVERTON MUNICIPL AP","US","WY",43.064,-108.459,16840
"2986",725765,99999,"RIVERTON REGIONAL","US","WY",43.067,-108.467,16630
"2988",725771,99999,"BIG PINEY (AMOS)","US","WY",42.533,-110.117,20790
"2989",725775,4111,"EVANSTON/BURNS FLD","US","WY",41.273,-111.031,21775
"2990",725775,99999,"EVANSTON/BURNS FLD","US","WY",41.283,-111.033,21830
"2991",725776,24166,"JACKSON HOLE","US","WY",43.607,-110.734,19650
"2992",725776,99999,"JACKSON HOLE","US","WY",43.6,-110.733,20160
"2993",725780,24156,"POCATELLO REGIONAL AP","US","ID",42.92,-112.571,13649
"2994",725784,4109,"ELK CITY (RAMOS)","US","ID",46.144,-115.596,4511
"2995",725784,99999,"ELK CITY (RAMOS)","US","ID",45.817,-115.433,12490
"2996",725785,24145,"IDAHO FALLS FANNING FIELD","US","ID",43.516,-112.067,14460
"2997",725786,24151,"MALAD CITY","US","ID",42.166,-112.297,13725
"2998",725786,99999,"MALAD CITY","US","ID",42.167,-112.3,13625
"2999",725787,24158,"STREVELL","US","ID",42.017,-113.25,16093
"3000",725788,99999,"MC CALL","US","ID",44.883,-116.1,15310
"3003",725805,24172,"LOVELOCK DERBY FIELD","US","NV",40.066,-118.565,11899
"3004",725810,24193,"WENDOVER USAF AUXILIARY FIELD","US","UT",40.719,-114.018,12908
"3005",725810,99999,"WENDOVER (AUT)","US","UT",40.733,-114.033,12914
"3006",725814,99999,"DUGWAY PRVG GROUND","US","UT",40.2,-112.933,13260
"3007",725816,99999,"DUGWAY PG UTAH/MICHALES AAF","US","UT",40.183,-112.933,13260
"3008",725820,99999,"ELKO RAOB","US","NV",40.85,-115.733,15930
"3010",725824,3170,"EUREKA (RAMOS)","US","NV",39.601,-116.006,18093
"3011",725824,99999,"EUREKA (RAMOS)","US","NV",39.517,-115.967,19930
"3012",725825,24121,"ELKO MUNICIPAL ARPT","US","NV",40.825,-115.792,15466
"3013",725826,99999,"AUSTIN","US","NV",39.5,-117.083,20140
"3014",725827,99999,"WILDHORSE RES/ELKO","US","NV",41.667,-115.783,19020
"3015",725830,24128,"WINNEMUCCA MUNICIPAL ARPT","US","NV",40.902,-117.807,13149
"3016",725835,24119,"BATTLE MOUNTAIN","US","NV",40.599,-116.867,13814
"3017",725835,99999,"BATTLE MOUNTAIN","US","NV",40.6,-116.867,13838
"3018",725837,99999,"SUSANVILLE MUNI","US","CA",40.383,-120.567,12630
"3020",725841,99999,"SUSANVILLE MUNI","US","CA",40.383,-120.567,12640
"3021",725845,23225,"BLUE CANYON AP","US","CA",39.292,-120.708,16103
"3022",725846,93201,"TRUCKEE-TAHOE","US","CA",39.32,-120.134,17983
"3023",725846,99999,"TRUCKEE-TAHOE","US","CA",39.317,-120.133,17980
"3024",725847,93230,"SOUTH LAKE TAHOE","US","CA",38.894,-119.995,19120
"3025",725847,99999,"SOUTH LAKE TAHOE","US","CA",38.9,-120,19090
"3026",725848,99999,"SHELTER COVE","US","CA",40.017,-124.067,210
"3027",725860,99999,"GOODING MUNICIPAL","US","ID",42.917,-114.767,11370
"3028",725861,24142,"GOODING MUNICIPAL ARPT","US","ID",42.917,-114.767,11272
"3029",725864,99999,"MCCALL ARPT","US","ID",44.883,-116.1,15300
"3030",725865,94161,"HAILEY/FRIEDMAN MEM","US","ID",43.504,-114.296,16215
"3031",725865,99999,"HAILEY/FRIEDMAN MEM","US","ID",43.5,-114.3,16200
"3032",725866,94178,"JOSLIN FLD MAGIC VA","US","ID",42.482,-114.487,12765
"3033",725866,99999,"JOSLIN FLD MAGIC VA","US","ID",42.483,-114.483,12970
"3034",725867,24133,"BURLEY MUNICIPAL ARPT","US","ID",42.543,-113.772,12671
"3035",725868,94184,"SODA SPRINGS/TIGERT","US","ID",42.641,-111.58,17797
"3036",725868,99999,"SODA SPRINGS/TIGERT","US","ID",42.65,-111.583,17800
"3037",725869,94186,"MALTA","US","ID",42.316,-113.334,13750
"3038",725869,99999,"MALTA","US","ID",42.317,-113.333,13838
"3041",725875,99999,"OWYHEE","US","NV",41.95,-116.1,16450
"3043",725891,99999,"LAKEVIEW","US","OR",42.183,-120.35,14550
"3044",725895,94236,"KLAMATH FALLS INTL AP","US","OR",42.147,-121.724,12472
"3045",725895,99999,"KLAMATH FALLS/KINGS","US","OR",42.15,-121.733,12448
"3046",725896,99999,"LAKEVIEW","US","OR",42.217,-120.35,14550
"3047",725900,99999,"FORT BRAGG","US","CA",39.4,-123.817,190
"3048",725905,23275,"UKIAH MUNICIPAL AP","US","CA",39.126,-123.201,1908
"3049",725905,99999,"UKIAH MUNI (AWOS)","US","CA",39.133,-123.2,1887
"3050",725910,24216,"RED BLUFF MUNICIPAL ARPT","US","CA",40.152,-122.254,1076
"3051",725915,24257,"REDDING MUNICIPAL ARPT","US","CA",40.515,-122.313,1530
"3052",725920,24257,"REDDING MUNICIPAL ARPT","US","CA",40.515,-122.313,1530
"3053",725939,99999,"COUNCIL BLUFFS","US","IA",41.267,-95.767,3820
"3054",725940,24213,"EUREKA","US","CA",40.8,-124.15,183
"3055",725940,99999,"EUREKA","US","CA",40.8,-124.167,180
"3056",725945,24283,"ARCATA AIRPORT","US","CA",40.978,-124.109,640
"3057",725946,24286,"CRESCENT CITY FAA AI","US","CA",41.78,-124.237,168
"3058",725946,99999,"CRESCENT CITY","US","CA",41.783,-124.233,171
"3059",725947,99999,"SAMOA/HUMBOLDT BAY","US","CA",40.767,-124.233,20
"3060",725948,99999,"TRINIDAD HEAD(CGLS)","US","CA",41.05,-124.15,580
"3061",725950,99999,"ALTURAS","US","CA",41.5,-120.533,13410
"3063",725955,24259,"MONTAGUE SISKIYOU COUNTY AP","US","CA",41.781,-122.468,8050
"3064",725955,99999,"MONTAGUE/SISKIYOU","US","CA",41.783,-122.467,8031
"3065",725956,24212,"BURNEY","US","CA",40.883,-121.667,9626
"3066",725957,24215,"MOUNT SHASTA","US","CA",41.333,-122.333,10775
"3067",725957,99999,"MOUNT SHASTA (AMOS)","US","CA",41.317,-122.317,10775
"3068",725958,94299,"ALTURAS","US","CA",41.483,-120.567,13308
"3069",725958,99999,"ALTURAS","US","CA",41.5,-120.533,13410
"3070",725959,99999,"MONTAGUE","US","CA",41.733,-122.55,7700
"3071",725970,24225,"MEDFORD ROGUE VALLEY INTL AP","US","OR",42.389,-122.871,4051
"3072",725975,24235,"SEXTON SUMMIT","US","OR",42.617,-123.381,11707
