"","USAF","WBAN","STATIONNAME","CTRY","STATE","LAT","LON","ELEV1M"
"1174",722340,13865,"MERIDIAN KEY FIELD","US","MS",32.333,-88.751,945
"1175",722341,92822,"ORMOND BEACH","US","FL",29.301,-81.114,88
"1176",722341,99999,"ORMOND BEACH","US","FL",29.3,-81.1,90
"1177",722342,54931,"TRACY","US","MN",44.249,-95.607,4084
"1178",722342,99999,"TRACY","US","MN",44.25,-95.6,4080
"1179",722343,54826,"SOUTH HAVEN","US","MI",42.351,-86.256,0
"1180",722343,99999,"SOUTH HAVEN","US","MI",42.35,-86.25,2030
"1181",722344,99999,"MEMPHIS(WFO)","US","TN",35.133,-89.8,800
"1182",722345,3866,"MERIDIAN NAAS","US","MS",32.55,-88.567,966
"1183",722346,99999,"OWOSSO","US","MI",42.983,-84,2240
"1184",722347,13833,"BOBBY L CHAIN MUNI AIRPORT","US","MS",31.265,-89.253,460
"1185",722347,99999,"HATTIESBURG MUNI","US","MS",31.267,-89.25,460
"1186",722348,53808,"HATTIESBURG LAUREL","US","MS",31.467,-89.337,908
"1187",722348,99999,"HATTIESBURG LAUREL","US","MS",31.467,-89.333,930
"1188",722350,3940,"JACKSON INTERNATIONAL AP","US","MS",32.32,-90.078,1009
"1189",722351,12953,"WHARTON","US","TX",29.254,-96.154,305
"1190",722351,99999,"WHARTON","US","TX",29.25,-96.117,310
"1191",722354,13927,"HAWKINS FIELD AIRPORT","US","MS",32.335,-90.223,1042
"1192",722354,99999,"HAWKINS FIELD","US","MS",32.333,-90.217,1040
"1193",722356,13939,"GREENVILLE MUNICIPAL","US","MS",33.483,-90.986,393
"1194",722356,99999,"GREENVILLE MUNI","US","MS",33.483,-90.983,421
"1195",722357,3961,"NATCHEZ/HARDY(AWOS)","US","MS",31.614,-91.297,829
"1196",722357,99999,"NATCHEZ/HARDY(AWOS)","US","MS",31.617,-91.3,830
"1197",722358,93919,"MCCOMB PIKE COUNTY AP","US","MS",31.178,-90.472,1286
"1198",722359,13978,"GREENWOOD LEFLORE ARPT","US","MS",33.496,-90.084,405
"1199",722361,92808,"NEW SMYRNA BEACH","US","FL",29.056,-80.949,30
"1200",722361,99999,"NEW SMYRNA BEACH","US","FL",29.05,-80.95,30
"1201",722362,93937,"SUPLHUR SPRINGS","US","TX",33.16,-95.621,1490
"1202",722362,99999,"SUPLHUR SPRINGS","US","TX",33.167,-95.617,1490
"1203",722363,23098,"ROCKSPRING AIRPORT","US","TX",29.947,-100.174,7230
"1204",722363,99999,"ROCKSPRING AIRPORT","US","TX",29.95,-100.167,7230
"1205",722364,99999,"TUNICA","US","MS",34.683,-90.333,590
"1206",722365,99999,"MAIN PASS B68","US","LA",29.667,-88.883,10
"1207",722366,53865,"SLIDELL","US","LA",30.345,-89.821,82
"1208",722366,99999,"SLIDELL","US","LA",30.35,-89.817,80
"1209",722367,99999,"WARRENSBURG","US","MO",38.783,-93.8,2430
"1210",722368,99999,"THOMAS P STAFFORD","US","OK",35.55,-98.667,4890
"1211",722369,99999,"INGLESIDE","US","TX",27.917,-97.2,50
"1212",722375,99999,"VERMILION B131","US","LA",29.067,-92.183,10
"1214",722384,99999,"HIGH ISLAND A572C","US","LA",27.95,-93.983,300
"1215",722385,99999,"VERMILION B215","US","LA",28.7,-92.317,10
"1219",722390,3931,"FORT POLK AAF","US","LA",31.045,-93.192,1006
"1220",722390,99999,"FORT POLK (ARMY)","US","LA",31.05,-93.2,1021
"1221",722393,99999,"HIGH ISLAND A489B","US","LA",28.2,-94.2,1000
"1222",722394,99999,"SHIP SHOAL B224A","US","LA",28.5,-91.3,320
"1223",722395,99999,"GRAND ISLE B95","US","LA",28.5,-90.117,10
"1224",722396,99999,"EUGENE ISLAND","US","LA",28.25,-91.833,10
"1225",722397,99999,"SHIP SHOAL PLATFORM","US","LA",28.683,-91.217,180
"1226",722398,99999,"SOUTH MARSH ISLAND","US","LA",28.3,-91.983,10
"1227",722399,99999,"ZAPATA-YORKTOWNTLAT","US","",27.417,-94.417,170
"1228",722400,3937,"LAKE CHARLES REGIONAL ARPT","US","LA",30.125,-93.228,27
"1229",722403,12968,"SALT POINT (RAMOS)","US","LA",29.562,-91.526,6
"1230",722403,99999,"SALT POINT (RAMOS)","US","LA",29.6,-91.3,30
"1231",722404,13941,"LAKE CHARLES WB AIRP","US","LA",30.211,-93.134,52
"1232",722404,99999,"CHENAULT AIRPARK","US","LA",30.217,-93.15,49
"1233",722405,13976,"LAFAYETTE REGIONAL AP","US","LA",30.205,-91.988,128
"1234",722406,99999,"HOUMA-TERREBONNE","US","LA",29.567,-90.667,30
"1235",722407,99999,"CALCASIEU (CGS)","US","LA",29.783,-93.35,10
"1236",722408,99999,"INTRACOASTAL CITY","US","LA",29.783,-92.133,50
"1237",722409,99999,"TENNECO PLATFORM","US","LA",28,-93,150
"1238",722410,12917,"PORT ARTHUR JEFFERSON COUNTY A","US","TX",29.951,-94.021,49
"1239",722413,99999,"FREEPORT (SAWRS)","US","TX",29,-95.317,20
"1240",722414,99999,"SABINE PASS","US","TX",29.7,-93.95,50
"1241",722415,99999,"SABINE PASS (CGS)","US","TX",29.733,-93.867,10
"1242",722416,12971,"NEW BRAUNFELS","US","TX",29.709,-98.045,1966
"1243",722416,99999,"NEW BRAUNFELS","US","TX",29.717,-98.05,1970
"1244",722417,99999,"WILMETTE (CGS)","US","IL",42.067,-87.683,1830
"1245",722418,99999,"CALUMET (CGS)","US","IL",41.717,-87.533,1800
"1246",722420,12923,"GALVESTON/SCHOLES","US","TX",29.265,-94.86,27
"1247",722420,99999,"GALVESTON/SCHOLES","US","TX",29.3,-94.8,160
"1248",722422,12923,"SCHOLES INTL AT GLSTON APT","US","TX",29.265,-94.86,27
"1249",722423,12923,"GALVESTON SCHOLES FIELD","US","TX",29.265,-94.86,27
"1250",722423,99999,"GALVESTON/SCHOLES &","US","TX",29.267,-94.867,20
"1251",722426,99999,"FREEPORT (SAWRS)","US","TX",28.983,-95.317,20
"1252",722427,12975,"HOUSTON/CLOVER FLD","US","TX",29.521,-95.24,134
"1253",722427,99999,"HOUSTON/CLOVER FLD","US","TX",29.517,-95.233,130
"1254",722429,53910,"HOUSTON/D.W. HOOKS","US","TX",30.062,-95.553,463
"1255",722429,99999,"HOUSTON/D.W. HOOKS","US","TX",30.067,-95.55,460
"1256",722430,12960,"HOUSTON BUSH INTERCONTINENTAL","US","TX",29.993,-95.364,320
"1257",722433,99999,"W. HOUSTON/LAKESIDE","US","TX",29.817,-95.667,340
"1258",722435,12918,"HOUSTON WILLIAM P HOBBY AP","US","TX",29.645,-95.279,143
"1259",722435,99999,"HOUSTON WILLIAM P HOBBY AP","US","TX",29.645,-95.279,143
"1260",722436,12906,"HOUSTON ELLINGTON AFB","US","TX",29.607,-95.159,98
"1261",722436,99999,"HOUSTON/ELLINGTON","US","TX",29.6,-95.167,119
"1262",722437,99999,"FREEPORT (CGS)","US","TX",28.95,-95.3,20
"1263",722439,99999,"SOUTH BRAZOS A70","US","TX",28.017,-95.867,230
"1264",722444,53902,"MONTGOMERY CO","US","TX",30.352,-95.414,753
"1265",722444,99999,"MONTGOMERY CO","US","TX",30.35,-95.417,770
"1266",722445,3904,"COLLEGE STATION EASTERWOOD FLD","US","TX",30.588,-96.364,1000
"1267",722446,93987,"LUFKIN ANGELINA CO","US","TX",31.234,-94.75,963
"1268",722447,3901,"LONGVIEW GREGG COUNTY AP","US","TX",32.385,-94.711,1137
"1269",722447,53903,"HUNTSVILLE","US","TX",30.747,-95.587,1116
"1270",722447,99999,"HUNTSVILLE","US","TX",30.733,-95.583,1110
"1271",722448,13972,"TYLER/POUNDS FLD","US","TX",32.354,-95.402,1679
"1272",722448,99999,"TYLER/POUNDS FLD","US","TX",32.35,-95.4,1660
"1273",722453,99999,"SABINE PASS","US","TX",29.7,-93.95,30
"1274",722469,53912,"CORSICANA","US","TX",32.027,-96.398,1359
"1275",722469,99999,"CORSICANA","US","TX",32.033,-96.4,1360
"1276",722470,3901,"LONGVIEW GREGG COUNTY AP","US","TX",32.385,-94.711,1137
"1277",722479,53907,"ARLINGTON","US","TX",32.664,-97.094,1920
"1278",722479,99999,"ARLINGTON","US","TX",32.667,-97.1,1920
"1279",722480,13957,"SHREVEPORT REGIONAL ARPT","US","LA",32.447,-93.824,789
"1280",722484,53905,"SHREVEPORT DOWNTOWN","US","LA",32.54,-93.744,546
"1281",722484,99999,"SHREVEPORT DOWNTOWN","US","LA",32.533,-93.75,550
"1282",722485,13944,"BARKSDALE AFB","US","LA",32.502,-93.663,506
"1283",722485,99999,"BARKSDALE AFB","US","LA",32.5,-93.667,539
"1284",722486,13942,"MONROE REGIONAL AP","US","LA",32.511,-92.038,247
"1285",722487,13935,"ALEXANDRIA ESLER REGIONAL AP","US","LA",31.395,-92.296,360
"1286",722488,3996,"VICKSBURG/TALLULAH RGNL AP","US","MS",32.348,-91.03,262
"1287",722488,99999,"VICKSBURGTALLULAH","US","LA",32.25,-91.033,230
"1288",722489,53911,"TERRELL","US","TX",32.71,-96.267,1448
"1289",722489,99999,"TERRELL","US","TX",32.717,-96.267,1440
"1290",722499,53948,"NACOGDOCHES (AWOS)","US","TX",31.578,-94.701,1082
"1291",722499,99999,"NACOGDOCHES (AWOS)","US","TX",31.583,-94.717,1080
"1292",722500,12919,"BROWNSVILLE S PADRE ISL INTL A","US","TX",25.906,-97.426,67
"1293",722503,99999,"VERMILLION","US","LA",28.583,-92.467,0
"1294",722505,12904,"HARLINGEN RIO GRANDE VALLEY I","US","TX",26.228,-97.654,107
"1295",722505,99999,"HARLINGEN INTL ARPT","US","TX",26.233,-97.65,104
"1296",722506,12959,"MCALLEN MILLER INTL AP","US","TX",26.175,-98.238,341
"1297",722508,99999,"PORT ISABEL/CAMERON","US","TX",26.15,-97.333,50
"1298",722510,12924,"CORPUS CHRISTI INTL ARPT","US","TX",27.773,-97.513,134
"1299",722515,12926,"CORPUS CHRISTI NAS","US","TX",27.7,-97.283,58
"1300",722516,12928,"KINGSVILLE","US","TX",27.5,-97.817,177
"1301",722517,12932,"ALICE INTL AP","US","TX",27.741,-98.027,549
"1302",722517,99999,"ALICE INTL AIRPORT","US","TX",27.733,-98.033,527
"1303",722518,99999,"ORANGE GROVE NALF","US","TX",27.9,-98.05,780
"1304",722519,99999,"PORT ARANSAS (CGS)","US","TX",27.833,-97.067,10
"1305",722520,12907,"LAREDO INTL AIRPORT","US","TX",27.544,-99.461,1548
"1306",722520,12920,"LAREDO INTL AP","US","TX",27.533,-99.467,1506
"1307",722520,99999,"LAREDO INTL AIRPORT","US","TX",27.55,-99.467,1550
"1308",722523,12970,"SAN ANTONIO/STINSON","US","TX",29.337,-98.471,1759
"1309",722523,99999,"SAN ANTONIO/STINSON","US","TX",29.333,-98.467,1760
"1310",722524,12972,"ROCKPORT/ARANSAS CO","US","TX",28.084,-97.046,58
"1311",722524,99999,"ROCKPORT/ARANSAS CO","US","TX",28.083,-97.05,80
"1312",722525,12920,"LAREDO AIR FORCE BASE","US","TX",27.533,-99.467,1524
"1313",722525,99999,"LAREDO INTL AP","US","TX",27.617,-99.517,1540
"1314",722526,12947,"COTULLA FAA AP","US","TX",28.458,-99.22,1460
"1315",722527,12976,"ANGLETON/LAKE JACKS","US","TX",29.11,-95.462,73
"1316",722527,99999,"ANGLETON/LAKE JACKS","US","TX",29.117,-95.467,80
"1317",722530,12921,"SAN ANTONIO INTL AP","US","TX",29.533,-98.464,2466
"1318",722533,12962,"HONDO MUNICIPAL AP","US","TX",29.359,-99.174,2835
"1319",722535,12909,"SAN ANTONIO KELLY FIELD AFB","US","TX",29.384,-98.581,2106
"1320",722535,99999,"KELLY AFB","US","TX",29.383,-98.583,2079
"1321",722536,12911,"RANDOLPH AFB","US","TX",29.529,-98.279,2323
"1322",722536,99999,"RANDOLPH AFB","US","TX",29.533,-98.283,2316
"1323",722537,12961,"KERRVILLE MUNICIPAL","US","TX",29.977,-99.083,4929
"1324",722537,99999,"KERRVILLE MUNICIPAL","US","TX",29.983,-99.083,4930
"1325",722539,12979,"SAN MARCOS MUNI","US","TX",29.894,-97.851,1820
"1326",722539,99999,"SAN MARCOS MUNI","US","TX",29.883,-97.867,1820
"1327",722540,13904,"AUSTIN/BERGSTROM","US","TX",30.179,-97.681,1509
"1328",722540,13958,"AUSTIN MUELLER MUNICIPAL AP","US","TX",30.317,-97.767,2006
"1329",722541,53914,"MCKINNEY MUNI ARPT","US","TX",33.18,-96.59,1783
"1330",722541,99999,"MCKINNEY MUNI ARPT","US","TX",33.183,-96.583,1760
"1331",722542,3999,"BURNET MUNI.","US","TX",30.741,-98.235,3926
"1332",722542,99999,"BURNET MUNI.","US","TX",30.733,-98.233,3910
"1333",722543,12977,"HOUSTONSUGAR LAND","US","TX",29.622,-95.656,250
"1334",722543,99999,"HOUSTONSUGAR LAND","US","TX",29.617,-95.65,250
"1335",722544,13958,"CAMP MABRY","US","TX",30.317,-97.767,2006
"1336",722545,13904,"BERGSTROM AFB/AUSTIN","US","TX",30.179,-97.681,1509
"1337",722545,99999,"BERGSTROM AFB/AUSTIN","US","TX",30.2,-97.683,1650
"1338",722546,12910,"SAN MARCOS GARY AFB","US","TX",29.883,-97.867,1780
"1339",722547,53942,"GEORGETOWN (AWOS)","US","TX",30.679,-97.668,2399
"1340",722547,99999,"GEORGETOWN (AWOS)","US","TX",30.683,-97.683,2400
"1341",722550,12912,"VICTORIA REGIONAL AP","US","TX",28.863,-96.93,357
"1342",722552,93929,"GAINESVILLE","US","TX",33.651,-97.184,2557
"1343",722552,99999,"GAINESVILLE","US","TX",33.65,-97.2,2560
"1344",722553,53928,"BRENHAM","US","TX",30.219,-96.367,939
"1345",722553,99999,"BRENHAM","US","TX",30.217,-96.367,940
"1346",722554,12978,"LAGRANGE","US","TX",29.908,-96.95,988
"1347",722554,99999,"LAGRANGE","US","TX",29.9,-96.95,990
"1348",722555,12935,"PALACIOS MUNICIPAL AP","US","TX",28.728,-96.251,46
"1349",722556,12925,"BEEVILLE CHASE NAAS","US","TX",28.367,-97.667,579
"1350",722557,99999,"PORT OCONNOR (CGS)","US","TX",28.433,-96.433,30
"1351",722560,13959,"WACO REGIONAL AP","US","TX",31.611,-97.229,1548
"1352",722561,99999,"TSTC WACO","US","TX",31.633,-97.067,1430
"1353",722563,53952,"MC GREGOR (AWOS)","US","TX",31.485,-97.301,1804
"1354",722563,99999,"MC GREGOR (AWOS)","US","TX",31.483,-97.317,1800
"1355",722570,3933,"FORT HOOD","US","TX",31.134,-97.713,2667
"1356",722570,99999,"FT HOOD AAF/KILLEEN","US","TX",31.15,-97.717,2801
"1357",722572,3933,"FORT HOOD","US","TX",31.134,-97.713,2667
"1358",722575,3972,"KILLEEN MUNI (AWOS)","US","TX",31.086,-97.686,2585
"1359",722575,99999,"KILLEEN MUNI (AWOS)","US","TX",31.083,-97.683,2580
"1360",722576,3902,"ROBERT GRAY AAF","US","TX",31.07,-97.822,3094
"1361",722576,99999,"FORT HOOD/GRAY AAF","US","TX",31.067,-97.833,3121
"1362",722577,93984,"DRAUGHON MILLER CEN","US","TX",31.153,-97.401,2079
"1363",722577,99999,"DRAUGHON MILLER CEN","US","TX",31.15,-97.4,2130
"1364",722580,13960,"DALLAS LOVE FIELD","US","TX",32.847,-96.851,1487
"1365",722581,13960,"DALLAS LOVE FIELD","US","TX",32.847,-96.851,1487
"1366",722583,13960,"DALLAS LOVE FIELD","US","TX",32.847,-96.851,1487
"1367",722585,93901,"DALLAS HENSLEY FIELD NAS","US","TX",32.733,-96.967,1509
"1368",722586,99999,"DEL RIO(NEXRAD)","US","TX",29.267,-100.283,3450
"1369",722587,93955,"COX FLD","US","TX",33.636,-95.45,1667
"1370",722587,99999,"COX FLD","US","TX",33.633,-95.45,1710
"1371",722588,13926,"GREENVILLE/MAJORS","US","TX",33.068,-96.065,1631
"1372",722588,99999,"GREENVILLE/MAJORS","US","TX",33.067,-96.067,1630
"1373",722589,3991,"DENTON (ASOS)","US","TX",33.206,-97.199,1957
"1374",722589,99999,"DENTON (ASOS)","US","TX",33.2,-97.183,1970
"1375",722590,3927,"DALLAS-FORT WORTH INTL AP","US","TX",32.896,-97.041,1817
"1376",722593,3985,"DFW NEXRAD","US","TX",32.565,-97.308,2134
"1377",722593,99999,"DFW NEXRAD","US","TX",32.567,-97.3,2330
"1378",722594,53909,"FORT WORTH ALLIANCE","US","TX",32.973,-97.318,2201
"1379",722594,99999,"FORT WORTH ALLIANCE","US","TX",32.983,-97.317,2260
"1380",722595,13911,"FORT WORTH NAS","US","TX",32.769,-97.441,1981
"1381",722596,13961,"FORT WORTH MEACHAM","US","TX",32.819,-97.361,2152
"1382",722597,93985,"MINERAL WELLS MUNICIPAL AP","US","TX",32.782,-98.061,2963
"1383",722598,3970,"DALLAS/ADDISON ARPT","US","TX",32.969,-96.836,1963
"1384",722598,99999,"DALLAS/ADDISON ARPT","US","TX",32.967,-96.833,1960
"1385",722599,3971,"DALLAS/REDBIRD ARPT","US","TX",32.681,-96.868,2045
"1386",722599,99999,"DALLAS/REDBIRD ARPT","US","TX",32.683,-96.867,2010
"1387",722600,3969,"STEPHENVILLE CLARK FIELD","US","TX",32.215,-98.178,4026
"1388",722600,99999,"STEPHENVILLE CLARK FIELD","US","TX",32.217,-98.183,3987
"1389",722610,22004,"DEL RIO","US","TX",29.367,-100.9,3021
"1390",722610,22010,"DEL RIO INTERNATIONAL AP","US","TX",29.367,-100.922,3130
"1391",722615,22001,"DEL RIO LAUGHLIN AFB","US","TX",29.359,-100.778,3295
"1392",722615,99999,"LAUGHLIN AFB","US","TX",29.367,-100.783,3271
"1393",722616,3032,"DRYDEN TERRELL CO","US","TX",30.048,-102.213,7013
"1394",722616,99999,"DRYDEN TERRELL CO","US","TX",30.05,-102.2,7070
"1395",722618,99999,"FORT STOCKTON PECOS","US","TX",30.917,-102.917,9180
"1396",722620,23055,"PINE SPRINGS GUADALUPE MOUNTA","US","TX",31.831,-104.809,16630
"1397",722626,93035,"MARFA AP","US","TX",30.371,-104.017,14780
"1398",722630,23034,"SAN ANGELO MATHIS FIELD","US","TX",31.351,-100.494,5767
"1399",722630,99999,"SAN ANGELO MATHIS FLD","US","TX",31.351,-100.494,5767
"1400",722635,13973,"JUNCTION","US","TX",30.511,-99.766,5331
"1401",722636,93042,"DALHART MUNICIPAL AP","US","TX",36.023,-102.547,12174
"1402",722637,93046,"CANADIAN/HEMPHILL","US","TX",35.895,-100.404,7297
"1403",722637,99999,"CANADIAN/HEMPHILL","US","TX",35.9,-100.4,7300
"1404",722640,93035,"MARFA AP","US","TX",30.371,-104.017,14780
"1405",722640,99999,"MARFA MUNI (AMOS)","US","TX",30.367,-104.017,14731
"1406",722648,3031,"ODESSA-SCHLEMEYER F","US","TX",31.921,-102.387,9147
"1407",722648,99999,"ODESSA-SCHLEMEYER F","US","TX",31.917,-102.383,9020
"1408",722650,23023,"MIDLAND REGIONAL AIR TERMINAL","US","TX",31.932,-102.208,8723
"1409",722650,99999,"MIDLAND INTERNATIONAL AP","US","TX",31.932,-102.208,8723
"1410",722654,99999,"FT STOCKTONPECOS","US","TX",30.917,-102.917,0
"1411",722655,23005,"WEBB AFB","US","TX",32.217,-101.517,7809
"1412",722656,23040,"WINK WINKLER COUNTY AP","US","TX",31.78,-103.201,8595
"1413",722657,23041,"BIG SPRING","US","TX",32.233,-101.5,7839
"1414",722658,99999,"SANDERSON (RAMOS)","US","TX",30.167,-102.417,9080
"1415",722660,13962,"ABILENE REGIONAL AP","US","TX",32.411,-99.682,5456
"1416",722665,13910,"ABILENE DYESS AFB","US","TX",32.421,-99.855,5453
"1417",722666,93943,"BROWNWOOD MUNICIPAL","US","TX",31.794,-98.956,4228
"1418",722666,99999,"BROWNWOOD MUNICIPAL","US","TX",31.8,-98.95,4220
"1419",722670,23042,"LUBBOCK INTERNATIONAL AP","US","TX",33.668,-101.821,9879
"1420",722673,99999,"SHERMAN-DENISON","US","TX",33.717,-96.667,2280
"1421",722675,23021,"REESE AFB","US","TX",33.6,-102.05,10141
"1422",722676,3035,"ARTESIA","US","NM",32.853,-104.467,10793
"1423",722676,99999,"ARTESIA","US","NM",32.85,-104.467,10790
"1424",722677,3027,"CLINES CORNER","US","NM",35.003,-105.663,21598
"1425",722677,99999,"CLINES CORNER","US","NM",35,-105.667,24100
"1426",722678,23052,"RATON","US","NM",36.741,-104.502,19352
"1427",722678,99999,"RATON","US","NM",36.75,-104.65,19350
"1428",722680,23009,"ROSWELL INDUSTRIAL AIR PARK","US","NM",33.308,-104.541,11183
"1429",722682,99999,"SOUTH MARSH 268A","US","LA",29.117,-91.867,10
"1430",722683,93083,"SIERRA BLANCA RGNL","US","NM",33.463,-105.533,20769
"1431",722683,99999,"SIERRA BLANCA RGNL","US","NM",33.467,-105.533,20780
"1432",722684,99999,"RUIDOSO REGIONAL","US","NM",33.35,-105.667,21060
"1433",722685,99999,"CORONA/LINCOLN","US","NM",34.1,-105.683,19810
"1434",722686,23008,"CLOVIS CANNON AFB","US","NM",34.383,-103.322,13091
"1435",722686,99999,"CANNON AFB/CLOVIS","US","NM",34.383,-103.317,13091
"1436",722687,93033,"CARLSBAD CAVERN CITY AIR TERM","US","NM",32.338,-104.263,9940
"1437",722688,23094,"HOBBS/LEA CO.","US","NM",32.688,-103.217,11159
"1438",722688,93034,"HOBBS LEA COUNTY","US","NM",32.683,-103.2,11140
"1439",722688,99999,"HOBBS/LEA CO.","US","NM",32.683,-103.217,11140
"1440",722689,23077,"CLOVIS MUNI  (AWOS)","US","NM",34.433,-103.067,12841
"1441",722689,99999,"CLOVIS MUNI  (AWOS)","US","NM",34.433,-103.083,12840
"1442",722690,99999,"WHITE SANDS","US","NM",32.383,-106.483,12440
"1443",722691,99999,"CLAXTON-EVANS COUNTY","US","GA",32.2,-81.867,340
"1444",722692,99999,"WARRENTON","US","VA",38.583,-77.717,1030
"1445",722693,93097,"ALAMOGORDO WHITE SA","US","NM",32.84,-105.984,12802
"1446",722693,99999,"ALAMOGORDO WHITE SA","US","NM",32.833,-105.983,13130
"1447",722695,93041,"LAS CRUCES INTL","US","NM",32.289,-106.917,13582
"1448",722695,99999,"LAS CRUCES INTL","US","NM",32.283,-106.917,13930
"1449",722696,99999,"HOLLOMAN AFB","US","NM",32.85,-106.1,12480
"1450",722697,99999,"NORTHRUP LNDG STRIP","US","NM",32.95,-106.417,13240
"1451",722700,23044,"EL PASO INTERNATIONAL AP","US","TX",31.811,-106.376,11936
"1452",722707,23055,"GUADALUPE PASS","US","TX",31.831,-104.809,16630
"1453",722710,93045,"TRUTH OR CONSEQUENCES MUNI AP","US","NM",33.237,-107.268,14807
"1454",722710,99999,"TRUTH OR CONSEQUENC","US","NM",33.233,-107.267,14783
"1455",722720,93063,"SILVER CITY GRANT CO","US","NM",32.636,-108.151,16599
"1456",722720,99999,"SILVER CITY/GRANT","US","NM",32.633,-108.15,16389
"1457",722725,23078,"DEMING MUNI","US","NM",32.262,-107.721,13180
"1458",722725,99999,"DEMING MUNI","US","NM",32.25,-107.717,13480
"1459",722726,93045,"TRUTH OR CONSEQUENCES MUNI AP","US","NM",33.237,-107.268,14807
"1460",722726,99999,"NOGALES (AMOS)","US","AZ",31.417,-110.85,11980
"1461",722728,3196,"NOGALES INTL","US","AZ",31.421,-110.846,11985
"1462",722728,99999,"NOGALES INTL","US","AZ",31.417,-110.85,12360
"1463",722730,3124,"FORT HUACHUCA","US","AZ",31.588,-110.344,14320
"1464",722730,99999,"FORT HUACHUCA/LIBBY","US","AZ",31.6,-110.35,14219
"1465",722733,99999,"LUKEVILLE","US","AZ",31.883,-112.817,5110
"1466",722735,93026,"DOUGLAS BISBEE-DOUGLAS INTL A","US","AZ",31.469,-109.604,12500
"1467",722740,23160,"TUCSON INTERNATIONAL AP","US","AZ",32.131,-110.955,7788
"1468",722745,23109,"DAVIS MONTHAN AFB","US","AZ",32.166,-110.883,8242
"1469",722745,99999,"DAVIS-MONTHAN AFB","US","AZ",32.167,-110.883,8089
"1470",722746,99999,"SAFFORD MUNICIPAL","US","AZ",32.85,-109.633,9680
"1471",722747,93084,"SAFFORD (AMOS)","US","AZ",32.855,-109.635,9626
"1472",722747,99999,"SAFFORD (AMOS)","US","AZ",32.817,-109.683,9500
"1473",722748,3914,"CASA GRANDA (AWOS)","US","AZ",32.955,-111.767,4459
"1474",722748,99999,"CASA GRANDA (AWOS)","US","AZ",32.95,-111.767,4460
"1475",722749,53128,"CHANDLER","US","AZ",33.269,-111.801,3789
"1476",722749,99999,"CHANDLER","US","AZ",33.267,-111.817,3790
"1477",722764,3029,"WINDOW ROCK","US","AZ",35.658,-109.061,20540
"1478",722764,99999,"WINDOW ROCK","US","AZ",35.65,-109.067,20540
"1479",722780,23183,"PHOENIX SKY HARBOR INTL AP","US","AZ",33.443,-111.99,3374
"1480",722783,3185,"MESA/FALCON FIELD","US","AZ",33.461,-111.728,4249
"1481",722783,99999,"MESA/FALCON FIELD","US","AZ",33.467,-111.733,4240
"1482",722784,3184,"DEER VALLEY/PHOENIX","US","AZ",33.688,-112.082,4499
"1483",722784,99999,"DEER VALLEY/PHOENIX","US","AZ",33.683,-112.083,4500
"1484",722785,23111,"LUKE AFB","US","AZ",33.535,-112.383,3307
"1485",722785,99999,"LUKE AFB/PHOENIX","US","AZ",33.533,-112.383,3310
"1486",722786,23104,"CHANDLER WILLIAMS AFB","US","AZ",33.308,-111.65,4212
"1487",722786,99999,"WILLIAMS AFB/CHANDL","US","AZ",33.317,-111.65,4121
"1488",722787,53126,"GLENDALE","US","AZ",33.527,-112.284,3249
"1489",722787,99999,"GLENDALE","US","AZ",33.533,-112.3,3250
"1490",722788,3186,"GOODYEAR MUNICIPAL","US","AZ",33.423,-112.376,2950
"1491",722788,99999,"GOODYEAR MUNICIPAL","US","AZ",33.417,-112.383,2950
"1492",722789,3192,"SCOTTSDALE MUNI","US","AZ",33.623,-111.911,4602
"1493",722789,99999,"SCOTTSDALE MUNI","US","AZ",33.617,-111.917,4600
"1494",722800,23195,"YUMA INTL ARPT","US","AZ",32.657,-114.606,658
"1495",722800,99999,"YUMA INTL AIRPORT","US","AZ",32.65,-114.6,628
"1496",722801,99999,"YUMA MCAS YUMA INTL","US","AZ",32.65,-114.6,650
"1497",722805,3145,"YUMA MCAS","US","AZ",32.65,-114.617,649
"1498",722806,99999,"AJO MUNICIPAL","US","AZ",32.45,-112.867,4440
"1499",722810,23199,"EL CENTRO NAF","US","CA",32.817,-115.667,-131
"1500",722813,53146,"PIONEER AIRFIELD","US","AZ",31.607,-110.428,14533
"1501",722813,99999,"PIONEER AIRFIELD","US","AZ",31.6,-110.417,14330
"1502",722817,3068,"BULLSEYE AUX AIRFIE","US","CO",38.767,-104.3,18379
"1503",722817,99999,"BULLSEYE AUX AIRFIE","US","CO",38.767,-104.3,18380
"1504",722820,3949,"PEASON RIDGE FT POL","US","LA",31.4,-93.283,1106
"1505",722820,99999,"PEASON RIDGE FT POL","US","LA",31.4,-93.283,1110
"1506",722821,53988,"FULLERTON LANDING","US","LA",31.15,-92.967,945
"1507",722821,99999,"FULLERTON LANDING","US","LA",31,-92.967,940
"1508",722822,99999,"SELF LANDING STRIP","US","LA",31.1,-93,1140
"1509",722823,3749,"CAMP DAVID","US","MD",39.645,-77.468,5614
"1511",722825,53145,"TONOPAH RANGE #74","US","NV",37.617,-116.264,17556
"1512",722825,99999,"TONOPAH RANGE #74","US","NV",37.617,-116.25,17560
"1513",722826,92762,"SITE R","US","PA",39.734,-77.43,2749
"1515",722859,99999,"DANA POINT","US","CA",33.45,-117.683,150
"1516",722860,23119,"MARCH AFB","US","CA",33.881,-117.259,4679
